ZPID,Address,City,State,Price,Monthly Rent,Monthly Tax,Monthly Cash Flow,ROI %,MLS ID
2062798627,"LOT 5 Horse Creek Rd, Dubois, WY 82513","Dubois",WY,114000,1483,60,722,76.04,26-675
2111818318,"5284 Flowering Peach Dr #5284, Memphis, TN 38115","Memphis",TN,70000,987,56,443,75.91,10207745
2059022641,"LOT 58A1 Goose Ln, Hilham, TN 38568","Hilham",TN,89929,1254,46,569,75.9,243386
2067844954,"51 Mountain Vista Drive, Sparta, NC 28675","Sparta",NC,57500,895,29,363,75.85,260948
2071686600,"0 Ridgway Rd, Pine Bluff, AR 71603","Pine Bluff",AR,60000,871,53,378,75.62,26014192
2118216373,"0 Wareham Rd, Plymouth, MA 02360","Plymouth",MA,199000,2531,181,1239,74.7,73492601
95510165,"42142 Opal Ln, Shaver Lake, CA 93664","Shaver Lake",CA,167677,2224,222,1042,74.55,646764
42155191,"1234 Smith Ave, Memphis, TN 38107","Memphis",TN,60000,873,60,373,74.54,10210604
42230977,"2938 Conti Cv, Memphis, TN 38127","Memphis",TN,65000,953,89,400,73.91,10214276
19003865,"8536 Kern Canyon Rd Space 184, Bakersfield, CA 93306","Bakersfield",CA,130000,1589,12,799,73.73,WS26055659
120683178,"130 N Trevino, Pearsall, TX 78061","Pearsall",TX,85000,1192,113,519,73.23,1876723
7455144,"616 W Granada Dr, Quartzsite, AZ 85346","Quartzsite",AZ,110000,1448,52,665,72.52,1039725
2057192844,"75657 Banyon St, Chiloquin, OR 97624","Chiloquin",OR,76000,981,6,458,72.3,220217446
232006729,"20 County Road 505, Mc Crory, AR 72101","Mc Crory",AR,199000,2328,28,1189,71.67,26013242
52950094,"9374 County Road 657, Bushnell, FL 33513","Bushnell",FL,125000,1557,59,744,71.45,TB8471345
78896288,"1609 Orchard Ave, Wichita Falls, TX 76301","Wichita Falls",TX,70000,1062,157,417,71.41,175852
2067844960,"52 Mountain Vista Drive, Sparta, NC 28675","Sparta",NC,59500,896,30,354,71.35,260950
28812012,"1638 Birch Pl, Corpus Christi, TX 78416","Corpus Christi",TX,100000,1235,7,595,71.35,467189
73819060,"12 Avoyelles Pl, New Orleans, LA 70129","New Orleans",LA,145000,1836,125,861,71.25,2538335
314021,"2501 S Pine St, Little Rock, AR 72204","Little Rock",AR,73000,956,22,431,70.9,26001556
455607279,"1302 Avenue E, Ralls, TX 79357","Ralls",TX,129900,1720,178,764,70.58,202600537
2054092432,"742 Kit Dr, Crestview, FL 32536","Crestview",FL,149900,1907,154,879,70.38,937880
46882644,"3601 S Ocean Boulevard #307, South Palm Beach, FL 33480","South Palm Beach",FL,375000,5143,117,2177,69.68,R11149284
26726438,"3815 Cauthorn Dr, Dallas, TX 75210","Dallas",TX,135000,1902,317,783,69.6,21122633
2060302965,"3087 S Homecrest St, West Valley City, UT 84119","West Valley City",UT,59900,1660,24,346,69.34,2130138
52953610,"20 SW 3rd St, Webster, FL 33597","Webster",FL,125000,1538,64,720,69.08,TB8467818
50353391,"790 Pinchback Rd, Beaumont, TX 77707","Beaumont",TX,127000,1853,364,725,68.53,264513
88297871,"11894 Glenfield St, Detroit, MI 48213","Detroit",MI,115000,1479,117,656,68.48,20261011255
6757743,"5905 Anaheim Ave NE, Albuquerque, NM 87113","Albuquerque",NM,169000,2147,227,954,67.72,1100991
10262091,"2319 N Fairhill St, Philadelphia, PA 19133","Philadelphia",PA,125000,1652,195,704,67.54,PAPH2548038
95046338,"2233 Baywood Way, Willits, CA 95490","Willits",CA,125000,1535,78,703,67.53,326024084
455932722,"1325 Fairview Avenue N, Seattle, WA 98102","Seattle",WA,150000,1817,102,840,67.18,2420257
41812416,"124 Glendale St, Jackson, TN 38301","Jackson",TN,159900,1901,93,886,66.48,2505511
54260653,"424 32nd Rd Trailer 374, Clifton, CO 81520","Clifton",CO,85000,1707,6,470,66.37,20261091
26133092,"217 LANCASTER, San Antonio, TX 78214","San Antonio",TX,102900,1395,181,567,66.13,1862866
110815574,"402 Boulevard St, Fort Valley, GA 31030","Fort Valley",GA,154999,1961,213,849,65.7,10683497
458694297,"8506 NE 34th Pl, Spencer, OK 73084","Spencer",OK,125000,1545,108,683,65.54,1204418
447584747,"2613 Arkansas Creek Rd, Martin, KY 41649","Martin",KY,65000,859,41,354,65.42,25500769
2109221062,"7601 Simmerly Road, Laytonville, CA 95454","Laytonville",CA,149000,1822,143,809,65.18,325096120
122733040,"100 N Files St, Itasca, TX 76055","Itasca",TX,164900,1928,86,895,65.14,21189193
70146340,"5 Circle Dr, Reidsville, NC 27320","Reidsville",NC,94900,1159,37,514,64.98,10081233
2067856121,"54 Twin Oaks Mtn Boulevard, Sparta, NC 28675","Sparta",NC,62500,895,31,337,64.66,260954
19434762,"10191 W River St, Truckee, CA 96161","Truckee",CA,499000,5352,58,2683,64.53,20242409
26374003,"8514 Standing Rock, San Antonio, TX 78242","San Antonio",TX,89000,1214,158,476,64.15,1931014
200677369,"2015 32nd Ave, Gulfport, MS 39501","Gulfport",MS,90000,1155,90,480,64.02,4131249
99365703,"34208 343rd Avenue Ct E, Ashford, WA 98304","Ashford",WA,199999,2259,51,1064,63.84,2495596
122631530,"3 Brennan St, Bradford, PA 16701","Bradford",PA,99999,1376,211,532,63.78,1744214
22277016,"2448 E 56th Pl, Tulsa, OK 74105","Tulsa",OK,565000,6488,460,2998,63.68,2608644
70156091,"22 Circle Dr, Reidsville, NC 27320","Reidsville",NC,94900,1132,24,500,63.21,10081230
2057895393,"5 A Lester Road, Ellensburg, WA 98926","Ellensburg",WA,149000,1742,88,784,63.14,2496075
2057895859,"3 A Lester Road, Ellensburg, WA 98926","Ellensburg",WA,149000,1742,88,784,63.14,2494790
94317703,"308 W Dunn St, Fulton, IN 46931","Fulton",IN,84000,1057,59,442,63.12,202549075
88110174,"15859 Cloverlawn St, Detroit, MI 48238","Detroit",MI,99900,1267,111,524,62.89,20261000598
30212374,"46 Hillery Ave, Buffalo, NY 14210","Buffalo",NY,149900,1736,79,783,62.7,B1660521
2070353378,"0 Piney Wood Rd, Saluda, SC 29138","Saluda",SC,124900,1464,59,651,62.57,629995
95340233,"77 Grafton Street, Lisbon, NH 03585","Lisbon",NH,269990,3461,553,1404,62.4,5053037
47920201,"2290 Red Oak Rd, Perry, FL 32348","Perry",FL,115000,1337,37,595,62.07,388091
2057066548,"4536 Laine Ave, New Orleans, LA 70126","New Orleans",LA,189000,2282,243,976,61.99,2540521
1046615,"1015 11th St N, Bessemer, AL 35020","Bessemer",AL,69950,890,43,359,61.62,21439279
70026561,"203 Shawnee Dr, Lagrange, GA 30240","Lagrange",GA,257000,3082,324,1317,61.48,10667526
231670972,"601 Travis St, Alleyton, TX 78935","Alleyton",TX,150000,1671,28,768,61.47,3969069
2097163296,"61119 Heritage Blvd #3, South Lyon, MI 48178","South Lyon",MI,109000,1898,122,555,61.06,25048347
50353392,"7150 Wall St, Beaumont, TX 77707","Beaumont",TX,89000,1131,99,452,60.89,259635
456181062,"436 Pleasant St SW, Grand Rapids, MI 49503","Grand Rapids",MI,231700,2919,210,1174,60.81,25042848
456181063,"440 Pleasant St SW, Grand Rapids, MI 49503","Grand Rapids",MI,231700,2919,210,1174,60.81,25042849
456181071,"448 Pleasant St SW, Grand Rapids, MI 49503","Grand Rapids",MI,231700,2919,210,1174,60.81,25042853
456181092,"452 Pleasant St SW, Grand Rapids, MI 49503","Grand Rapids",MI,231700,2919,210,1174,60.81,25042854
2064733669,"22 Mudd Hole Rd, Gap Mills, WV 24941","Gap Mills",WV,79000,960,32,397,60.26,25-749
2057302658,"0 Sage Riv, Newberry, MI 49868","Newberry",MI,105900,1280,90,528,59.87,25-266
1292501,"742 S Addison St, Indianapolis, IN 46221","Indianapolis",IN,84000,1069,101,413,58.94,22093820
2067855930,"55 Twin Oaks Boulevard, Sparta, NC 28675","Sparta",NC,65500,895,33,321,58.77,260955
458095569,"26559 White Oaks Ln, Tecumseh, OK 74873","Tecumseh",OK,69000,863,44,336,58.42,1220108
77999295,"2722 E David Dr, Gulfport, MS 39503","Gulfport",MS,115000,1338,73,559,58.34,4126021
2060616602,"1160 Lester Road, Ellensburg, WA 98926","Ellensburg",WA,155000,1742,92,751,58.17,2492271
87230901,"614 S Pecan St, Henrietta, TX 76365","Henrietta",TX,92000,1313,273,445,58.11,182526
461529553,"6275 Rolling Fork Rd Unit 406-F, Charleston, SC 29406","Charleston",SC,147500,1617,41,714,58.07,26009689
79801717,"23002 1/2 W Avenue D15, Lancaster, CA 93536","Lancaster",CA,324000,3437,110,1562,57.86,25006917
447162473,"510 Tri-Lakes Road, Humansville, MO 65674","Humansville",MO,159900,1768,77,768,57.65,60303793
88225153,"10147 Somerset Ave, Detroit, MI 48224","Detroit",MI,110000,1281,73,527,57.48,20261014348
43044072,"4043 NW 16th St APT 207, Lauderhill, FL 33313","Lauderhill",FL,125000,1774,116,596,57.26,A11994250
52767013,"4307 Jesenia St, San Juan, TX 78589","San Juan",TX,130000,1443,46,618,57.09,488287
116060306,"204 S Douglas St, West Frankfort, IL 62896","West Frankfort",IL,52900,801,144,251,57.03,25051812
88115324,"16588 Woodingham Dr, Detroit, MI 48221","Detroit",MI,125000,1418,77,587,56.33,20261011233
461591291,"1207 S Ocean Blvd. #50504, Myrtle Beach, SC 29577","Myrtle Beach",SC,47500,1254,14,221,55.9,2609192
43468669,"2100 Leewood Blvd, Melbourne, FL 32935","Melbourne",FL,153000,1817,218,710,55.69,1070897
92189185,"32 Grassy Lake Cir, Lake Placid, FL 33852","Lake Placid",FL,89000,1099,107,412,55.58,11618734
78005040,"2801 Woodlawn Ave, Moss Point, MS 39563","Moss Point",MS,119500,1435,155,553,55.51,4138768
43079041,"3083 N Oakland Forest Drive #308, Oakland Park, FL 33309","Oakland Park",FL,182000,2385,39,839,55.35,F10519324
458018501,"120 Cottage St #A, Auburn, NY 13021","Auburn",NY,139900,1704,235,643,55.12,R1649619
458018588,"120 Cottage St #B, Auburn, NY 13021","Auburn",NY,139900,1704,235,643,55.12,R1649620
45505291,"16027 Tangelo Way, North Fort Myers, FL 33903","North Fort Myers",FL,119900,1651,94,543,54.38,225025417
68885091,"102 N 3910 W, Hurricane, UT 84737","Hurricane",UT,125000,1493,94,565,54.2,26-269792
54088552,"325 S 13th St, Slaton, TX 79364","Slaton",TX,150000,1734,182,677,54.15,202558459
43686557,"7260 Woodstock St, Keystone Heights, FL 32656","Keystone Heights",FL,98900,1130,56,446,54.11,P4937595
22892147,"3204 Mountain View Mnr, Morgantown, WV 26501","Morgantown",WV,92500,1225,80,415,53.89,10163705
45770432,"808 53rd Ave E Lot 9, Bradenton, FL 34203","Bradenton",FL,125000,1613,24,560,53.75,A4681130
2075241655,"910 Tropic St, Titusville, FL 32796","Titusville",FL,199000,2246,244,891,53.72,1068776
38614480,"100 228th St SE #19-B, Bothell, WA 98021","Bothell",WA,120000,1272,6,536,53.63,2499764
88275828,"15930 Turner St, Detroit, MI 48238","Detroit",MI,99800,1183,107,444,53.39,20251059219
516720,"4339 Barker St SE, Washington, DC 20019","Washington",DC,349900,3506,64,1551,53.21,DCDC2252760
18825172,"77 Mill Rd, Redway, CA 95560","Redway",CA,170000,1872,149,752,53.08,270163
2136730305,"707 E San Jacinto Ave, Crockett, TX 75835","Crockett",TX,100000,1151,77,441,52.94,26001354
26415773,"5318 Beryl Cv, San Antonio, TX 78242","San Antonio",TX,160000,1971,348,700,52.5,1931007
2062217714,"1433 Cc Dr, Ashland, KY 41102","Ashland",KY,89000,973,6,387,52.23,25506616
79225730,"3855 Giles Cir, Norfolk, VA 23513","Norfolk",VA,224000,2561,319,960,51.42,10626411
88342092,"15011 Monte Vista St, Detroit, MI 48238","Detroit",MI,110000,1212,60,471,51.34,20261015347
62865780,"2499 Eagleridge Ln, Cordova, TN 38016","Cordova",TN,449000,4869,501,1916,51.2,10217392
45816814,"5353 Dogwood Dell St, Marathon, FL 33050","Marathon",FL,675000,6901,485,2855,50.76,616616
904492,"1617 5th St NW, Birmingham, AL 35215","Birmingham",AL,135000,1436,63,570,50.71,21447313
227333742,"116 Malcolm St, Ty Ty, GA 31795","Ty Ty",GA,118900,1236,10,502,50.67,141268
90755231,"507 W North St, Heber Springs, AR 72543","Heber Springs",AR,145000,1468,6,612,50.63,26004992
456443270,"23002 W 1/2 Ave #D15, Lancaster, CA 93536","Lancaster",CA,324000,3437,319,1353,50.11,SR25194114
109115582,"591 Featherston St, Waldron, AR 72958","Waldron",AR,79000,896,38,326,49.51,1328148
319961264,"47 N Humble Ln, Ash Fork, AZ 86320","Ash Fork",AZ,194900,1930,34,804,49.5,1063657
82770709,"12611 Fannin Pkwy, Tyler, TX 75708","Tyler",TX,125000,1352,88,510,48.98,26000534
2077367670,"0 Casas Dr, Unincorporated, TX 99999","Unincorporated",TX,110000,1237,108,447,48.81,911306
87129434,"710 S Magnolia St, Palestine, TX 75801","Palestine",TX,225000,2569,367,915,48.81,21077000
50413228,"1960 N Major Dr, Beaumont, TX 77713","Beaumont",TX,169000,1840,188,686,48.7,262284
42252590,"5057 Gill Rd, Memphis, TN 38109","Memphis",TN,109000,1211,94,441,48.51,10216831
27372870,"1921 E San Antonio Ave, El Paso, TX 79901","El Paso",TX,134000,1402,64,540,48.4,927693
211719688,"128 W Thompson Rd, Payson, AZ 85541","Payson",AZ,185000,1818,30,744,48.26,93760
88100894,"13763 Sparling St, Hamtramck, MI 48212","Hamtramck",MI,103900,1132,62,418,48.24,20251008729
70126109,"710 Prince Williams St, Reidsville, NC 27320","Reidsville",NC,109900,1154,32,441,48.17,10081228
113341864,"2107 Pearl St, Portsmouth, VA 23704","Portsmouth",VA,122900,1373,137,492,48.03,10611831
61257715,"14518 Battery Bnd, North Fort Myers, FL 33917","North Fort Myers",FL,109900,1502,70,440,47.99,2025024335
10300456,"2044 E Wishart St, Philadelphia, PA 19134","Philadelphia",PA,145000,1537,108,579,47.91,PAPH2548026
50748315,"4822 George Saenz Ln, Brownsville, TX 78521","Brownsville",TX,149900,1588,116,598,47.86,29768931
2064423249,"0 E Broadway Avenue Lot 1 -- #-, Apache Junction, AZ 85119","Apache Junction",AZ,169000,1702,65,671,47.62,7005246
26275814,"318 Charcliff, San Antonio, TX 78220","San Antonio",TX,115000,1293,132,455,47.5,1891740
15967660,"2056 Highway 154 #14, Santa Ynez, CA 93460","Santa Ynez",CA,349000,3576,311,1379,47.4,26000162
242809964,"308 Coffee St, Dequincy, LA 70633","Dequincy",LA,124500,1293,54,487,46.98,SWL25102386
45616939,"1160 Tapley Trl, Tallahassee, FL 32311","Tallahassee",FL,199900,2199,301,782,46.97,394625
88353277,"14024 Pembroke Ave, Detroit, MI 48235","Detroit",MI,124900,1416,175,488,46.87,20261023375
126676930,"108 Hill St, Dowagiac, MI 49047","Dowagiac",MI,200000,2377,431,780,46.78,26008647
88337120,"1915 Ewald Cir, Detroit, MI 48238","Detroit",MI,139700,1445,77,543,46.69,20251021380
90245901,"707 N John St, Palestine, TX 75801","Palestine",TX,160000,1587,49,615,46.09,103232
16301248,"5315 Road 40, Alpaugh, CA 93201","Alpaugh",CA,145000,1465,59,555,45.96,202602538
84471967,"548 Elmira Ave, New Orleans, LA 70114","New Orleans",LA,299000,2812,23,1144,45.92,2529680
52079537,"2000 Bosque Blvd, Waco, TX 76707","Waco",TX,245000,2641,321,937,45.87,21128319
52722984,"206 Commercial St, Edcouch, TX 78538","Edcouch",TX,99900,1200,186,381,45.75,496415
62562972,"9 Santa Fe Dr, Tuscola, TX 79562","Tuscola",TX,245000,2577,260,933,45.7,21172541
126988510,"608 W Alameda St, Roswell, NM 88203","Roswell",NM,105000,1085,31,397,45.38,20261806
42225442,"4518 Suncrest Dr, Memphis, TN 38127","Memphis",TN,79900,901,64,301,45.17,4136802
2062140860,"1612 Katen Road, Ellensburg, WA 98926","Ellensburg",WA,184100,1840,109,692,45.08,2503172
316957472,"174 Brown St, Heflin, AL 36264","Heflin",AL,60000,706,41,225,44.97,21442672
232390164,"363 W Brazell St, Reidsville, GA 30453","Reidsville",GA,75000,818,25,280,44.86,10728331
2074114576,"1736 Primrose Ln, Sebring, FL 33872","Sebring",FL,129900,1419,156,486,44.85,11686603
2058774512,"1428 Smythe Ave #58, Memphis, TN 38114","Memphis",TN,80000,899,64,298,44.77,10196660
109122169,"30 Sequoyah Ridge Rd, Cherokee Village, AR 72529","Cherokee Village",AR,139000,1347,8,518,44.71,25035624
1024575,"417 62nd St, Fairfield, AL 35064","Fairfield",AL,79900,888,55,297,44.66,21447689
74099260,"1417 Gerry Dr, Jackson, MI 49202","Jackson",MI,182500,1871,162,677,44.54,26003692
242826612,"406 W Velmer St, Dequincy, LA 70633","Dequincy",LA,124500,1253,41,461,44.41,SWL25102389
52294990,"305 E Bradford St, Troup, TX 75789","Troup",TX,129995,1410,152,480,44.27,26000532
442584583,"310 Coffee St, Dequincy, LA 70633","Dequincy",LA,124500,1268,61,455,43.88,SWL25102379
42140337,"765 Grand St, Denver, TN 38114","Denver",TN,121900,1217,33,445,43.85,10218999
72796327,"1950 Johnson St, Montgomery, AL 36110","Montgomery",AL,96500,989,21,352,43.73,583138
2060890740,"1120 Barkentine Dr Lot 332, New Bern, NC 28560","New Bern",NC,149500,1485,70,543,43.58,10155720
28670435,"302 E Gertrude St, Crandall, TX 75114","Crandall",TX,119900,1527,363,435,43.53,21162926
27191404,"1901 Sunset Hl, Rowlett, TX 75088","Rowlett",TX,435000,4431,569,1561,43.05,21213896
104255489,"2439 Seameadows Dr, Perry, FL 32348","Perry",FL,138900,1429,110,498,43.04,384129
10664735,"1020 Vine St, West Newton, PA 15089","West Newton",PA,220000,2202,151,788,42.98,11415604
340043120,"3300 15th St W Space 383, Rosamond, CA 93560","Rosamond",CA,119900,1983,125,429,42.92,26665095
107129581,"503 N Logan St, Spencer, NE 68777","Spencer",NE,187500,1760,36,668,42.77,11540860
105062709,"802 4th St, Pepin, WI 54759","Pepin",WI,155000,1494,43,552,42.76,7040677
50345653,"91 Orgain St, Beaumont, TX 77707","Beaumont",TX,143000,1596,246,509,42.7,263249
42849863,"3160 Holiday Springs Boulevard #7-104, Margate, FL 33063","Margate",FL,76999,1581,144,274,42.67,R11137849
93605,"308 6th Ave E, Oneonta, AL 35121","Oneonta",AL,140000,1406,83,497,42.57,21442714
52825908,"2208 W Bogey Dr, Mission, TX 78572","Mission",TX,124000,1365,138,440,42.56,498165
1037461,"101 Livingston Ct, Bessemer, AL 35020","Bessemer",AL,117900,1234,97,418,42.53,21435147
14921911,"42-B Elm St, Hampton, GA 30228","Hampton",GA,135000,1461,182,477,42.42,10703198
76081869,"1678 Rose Hill Rd, Nauvoo, AL 35578","Nauvoo",AL,93000,971,46,325,42,527732
447614292,"20/ACRE S Burr Valley Rd, Bridgeville, CA 95526","Bridgeville",CA,188000,1886,171,657,41.93,268781
459335876,"2224 Us Highway 87 East 17 #17-17-17, Billings, MT 59101","Billings",MT,85000,1712,60,297,41.91,356978
97073441,"223 Sunset Dr, Alliance, NE 69301","Alliance",NE,159000,1626,156,552,41.63,11627790
299170149,"68860 Foley Dr, Twentynine Palms, CA 92277","Twentynine Palms",CA,195000,1832,65,675,41.54,26675263
27833596,"202 S Magnolia St, Highlands, TX 77562","Highlands",TX,179000,1712,78,619,41.51,39132011
1290641,"1048 N Mount St, Indianapolis, IN 46222","Indianapolis",IN,120000,1292,147,415,41.48,22094108
88336697,"14088 Fellrath St, Taylor, MI 48180","Taylor",MI,85000,1296,442,294,41.48,20261023442
442585690,"1114 Pinder Ln, Dequincy, LA 70633","Dequincy",LA,134500,1329,66,463,41.31,SWL25102391
73472080,"126 N 42nd St, Louisville, KY 40212","Louisville",KY,130000,1295,70,447,41.3,1712156
220481286,"3058 Rocky Ridge Rd, Mountain Home, AR 72653","Mountain Home",AR,185000,1695,17,635,41.17,133721
442599924,"1112 Pinder Ln, Dequincy, LA 70633","Dequincy",LA,134500,1327,66,461,41.13,SWL25102390
50700212,"1524 Morton St, Brownsville, TX 78521","Brownsville",TX,154900,1552,124,530,41.04,29762972
458697011,"7325 Knollwood Dr, Little Rock, AR 72209","Little Rock",AR,92200,972,61,315,41.01,25047657
174725501,"747 McClain Rd, Bessemer, AL 35023","Bessemer",AL,138000,1289,1,471,40.99,21438726
2062517110,"2027 Sunset Ridge Rd, Blocksburg, CA 95514","Blocksburg",CA,217500,2164,171,742,40.96,270286
447330300,"10530 Private Road 5207, Malakoff, TX 75148","Malakoff",TX,129900,1340,119,443,40.95,21042347
43016302,"5415 NW 27th St #A1, Fort Lauderdale, FL 33313","Fort Lauderdale",FL,155000,1910,213,527,40.83,A11994190
43372159,"3711 Prescott St, Titusville, FL 32796","Titusville",FL,209900,1943,17,712,40.69,1072227
112318861,"1480 10th St NE, Paris, TX 75460","Paris",TX,115000,1184,90,388,40.48,21172017
114518755,"1604 Del Norte Blvd, Grants, NM 87020","Grants",NM,134500,1359,109,450,40.14,20246781
42253899,"984 E Raines Rd, Memphis, TN 38116","Memphis",TN,149900,1557,182,501,40.13,10214832
83348209,"4755 Maple Spring Court, Martinez, GA 30907","Martinez",GA,202000,1855,5,674,40.04,550869
42230119,"2662 Orman Ave, Memphis, TN 38127","Memphis",TN,125000,1281,111,416,39.95,10212394
73665140,"870 S 25th St, Louisville, KY 40211","Louisville",KY,150000,1418,44,499,39.92,1691471
8807620,"13228 E 48th St, Yuma, AZ 85367","Yuma",AZ,119500,1156,34,395,39.64,20261524
43028036,"9481 Sunrise Lakes Blvd APT 302, Fort Lauderdale, FL 33322","Fort Lauderdale",FL,155000,2148,217,511,39.59,A11966886
245947576,"4709 Jonathan Edwards Ct, Mission, TX 78574","Mission",TX,180000,2034,422,592,39.49,497459
303759135,"1414 Spear St, Weslaco, TX 78596","Weslaco",TX,150000,1447,79,493,39.48,501142
26569183,"1840 Katy St, New Braunfels, TX 78130","New Braunfels",TX,130000,1392,187,427,39.4,609238
244202503,"28472 Italian Bar Rd, Twain Harte, CA 95383","Twain Harte",CA,175000,1703,134,573,39.29,20220879
450774500,"434 NW 85th Street Rd #434, Miami, FL 33150","Miami",FL,224000,2725,343,733,39.28,A11980846
87481219,"911 Elm St, Sweetwater, TX 79556","Sweetwater",TX,129900,1364,165,422,38.97,21136516
112742370,"332410 E 1030th Rd, McLoud, OK 74851","McLoud",OK,150000,1487,126,486,38.91,1222326
90348627,"803 E 14th St, Bonham, TX 75418","Bonham",TX,145000,1453,134,469,38.79,21179308
968605,"312 E Ventura Dr, Birmingham, AL 35235","Birmingham",AL,123900,1271,122,400,38.78,21447232
47311958,"212 Sunset Dr, Lake Alfred, FL 33850","Lake Alfred",FL,119000,1161,52,384,38.75,L4960261
74457310,"223 Sycamore Ave, Newport News, VA 23607","Newport News",VA,225000,2288,278,723,38.58,10616631
47226395,"416 73rd Ave N APT 205, Saint Petersburg, FL 33702","Saint Petersburg",FL,92500,1545,76,297,38.56,TB8484320
338035763,"2020 Wooley Way, Seagoville, TX 75159","Seagoville",TX,237500,2361,223,760,38.4,21149038
200021272,"607 Buckwheat Dr, Laredo, TX 78046","Laredo",TX,119000,1110,5,380,38.28,20260329
87614010,"514 S Avenue C, Olney, TX 76374","Olney",TX,75000,836,84,239,38.27,21230088
226209551,"223 S Market St, Union City, OH 45390","Union City",OH,89900,889,18,287,38.26,948275
87638439,"8700 Front Beach Rd Unit 8108, Panama City Beach, FL 32407","Panama City Beach",FL,385000,3620,335,1224,38.17,782672
442599480,"1118 Pinder Ln, Dequincy, LA 70633","Dequincy",LA,134500,1290,66,424,37.83,SWL25102392
73692881,"2049 Tuskegee Dr, Marrero, LA 70072","Marrero",LA,200000,1891,95,630,37.81,2551614
47114929,"29250 Us Highway 19 N Lot 537, Clearwater, FL 33761","Clearwater",FL,147000,1709,148,462,37.74,TB8473487
95227941,"119 Fleetwood Street, Presque Isle, ME 04769","Presque Isle",ME,117000,1322,239,367,37.69,1654401
2065922131,"135 Kingspoint Blvd #135, Slidell, LA 70461","Slidell",LA,90000,1172,55,282,37.66,2549855
205266797,"13117 Madrone Forest Dr, Nevada City, CA 95959","Nevada City",CA,190000,1896,232,596,37.63,226037512
2076564435,"0 Highway 115, Clarkesville, GA 30523","Clarkesville",GA,124900,1209,66,390,37.47,10729157
1032344,"1015 Palmer Ave, Bessemer, AL 35020","Bessemer",AL,110000,1074,49,343,37.44,21439470
94188164,"102 Utah St, Portsmouth, VA 23701","Portsmouth",VA,269000,2727,389,839,37.41,10612841
315238,"2004 Rice St, Little Rock, AR 72202","Little Rock",AR,140000,1332,71,435,37.25,26008315
225812438,"624 Sandy Beach Court, Warrens, WI 54666","Warrens",WI,184900,1833,221,569,36.91,2019963
83616047,"7520 Studebaker Ave, Warren, MI 48091","Warren",MI,107656,1188,187,331,36.88,20251004768
225812439,"622 Sandy Beach Court, Warrens, WI 54666","Warrens",WI,184900,1833,223,567,36.77,2019962
225812440,"620 Sandy Beach Court, Warrens, WI 54666","Warrens",WI,184900,1833,223,567,36.77,2019961
225812442,"614 Sandy Beach Court, Warrens, WI 54666","Warrens",WI,184900,1833,223,567,36.77,2019959
49206041,"14408 Portland Avenue SW, Lakewood, WA 98498","Lakewood",WA,249995,2301,133,760,36.47,2505695
2053047206,"70 Camden C, West Palm Beach, FL 33417","West Palm Beach",FL,64900,1278,85,196,36.2,R11155319
73783487,"2669 New Orleans St, New Orleans, LA 70119","New Orleans",LA,293000,2788,289,884,36.19,2548600
47348402,"2417 W Parker St, Lakeland, FL 33815","Lakeland",FL,119000,1116,32,359,36.17,L4960260
42797725,"14401 Front Beach Rd #403, Panama City Beach, FL 32413","Panama City Beach",FL,148000,1447,141,441,35.72,785495
43490260,"2917 Stetson St, Melbourne, FL 32901","Melbourne",FL,490000,4461,435,1459,35.72,O6387347
2053065396,"1306 Fancher St, Vinton, LA 70668","Vinton",LA,149900,1329,12,443,35.45,SWL24000491
447290701,"52 Pat St, Mount Vernon, TX 75457","Mount Vernon",TX,184900,1690,100,546,35.45,25005801
22001491,"4753 SE 17th St, Oklahoma City, OK 73115","Oklahoma City",OK,130000,1271,110,383,35.36,1221258
49665421,"914 Bullitt Ave SE, Roanoke, VA 24013","Roanoke",VA,190000,1711,83,560,35.34,922596
87290657,"617 W Price St, Floydada, TX 79235","Floydada",TX,92200,893,26,271,35.32,20983996
26274364,"654 ELLOR DR, San Antonio, TX 78228","San Antonio",TX,150999,1400,77,443,35.23,1956511
44061413,"3916 NW 207th St, Miami Gardens, FL 33055","Miami Gardens",FL,450000,3825,95,1321,35.22,A11966166
306610188,"401 Whitaker Ln, Grants Pass, OR 97527","Grants Pass",OR,169000,1532,70,496,35.21,220218089
83559683,"121 Jones St, Mount Clemens, MI 48043","Mount Clemens",MI,220000,2161,254,644,35.11,20261022621
49652810,"728 Harrison Ave NW, Roanoke, VA 24016","Roanoke",VA,160000,1453,62,468,35.1,922595
235437440,"43 Yearling Ct, Ludowici, GA 31316","Ludowici",GA,289900,2749,302,847,35.05,165563
88494165,"2962 Ewald Cir, Detroit, MI 48238","Detroit",MI,164800,1522,95,481,34.99,20251045869
2098998311,"1500 Hummingbird Ct APT 11, Pharr, TX 78577","Pharr",TX,140000,1408,174,408,34.97,479453
222885461,"914 Madison Ave, Tuscumbia, AL 35674","Tuscumbia",AL,85000,831,23,248,34.96,527477
66683684,"3117 Manor Dr NE, Palm Bay, FL 32905","Palm Bay",FL,149000,1866,240,432,34.8,1068099
27155794,"3109 Point East Dr, Mesquite, TX 75150","Mesquite",TX,319950,2735,62,927,34.78,21091981
446059208,"613 E 5th St, Spencer, NC 28159","Spencer",NC,195000,1764,111,561,34.55,4240935
246186996,"502 Roosevelt Ave, Mountainair, NM 87036","Mountainair",NM,107500,990,13,307,34.29,1087530
