Firebase ID,Address,City,State,Zip,ZPID,Price,Agent Phone,Broker Phone,Sent At,Status,Error,URL
MxhnvLvwYM4U1aCn0AYB,"4058 Sandburg St, Memphis, TN 38128",Memphis,TN,38128,42285223,106000,901-459-2996,901-633-1484,Tue Oct 28 2025 11:13:00 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/4058-Sandburg-St-Memphis-TN-38128/42285223_zpid/
N5eu0hAjp1UTGbTKDcJj,"2403/2409/2411 Fulton St, Houston, TX 77009",Houston,TX,77009,457531835,690000,832-526-7749,713-862-1600,Tue Oct 28 2025 11:13:01 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/2403-2409-2411-Fulton-St-Houston-TX-77009/457531835_zpid/
NRTW24C2DG3OSA1v4pid,"19977 Cushing St, Detroit, MI 48205",Detroit,MI,48205,88602325,69900,248-647-3200,248-647-3200,Tue Oct 28 2025 11:13:09 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/19977-Cushing-St-Detroit-MI-48205/88602325_zpid/
NYhtaApPO7YqCGUwOZ6i,"4975 Springbrook Dr, Douglasville, GA 30135",Douglasville,GA,30135,49818748,155000,943-291-0265,,Tue Oct 28 2025 11:13:12 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/4975-Springbrook-Dr-Douglasville-GA-30135/49818748_zpid/
Nueqeg3SikTIQVgwOdjJ,"129 Aurora Dr #10, Asheville, NC 28805",Asheville,NC,28805,96327624,395000,karencgleason@gmail.com,828-254-7253,Tue Oct 28 2025 11:13:17 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/129-Aurora-Dr-10-Asheville-NC-28805/96327624_zpid/
OHLz7fGmhuDbwzJS81n8,"231 Elm St, Hurst, TX 76053",Hurst,TX,76053,28943897,179900,214-662-7648,972-833-2700,Tue Oct 28 2025 11:13:19 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/231-Elm-St-Hurst-TX-76053/28943897_zpid/
ONnbIiM0bMfNZqIeyYaQ,"1842 Miller Rd, Hummelstown, PA 17036",Hummelstown,PA,17036,86435246,209000,717-577-0814,7177555599,Tue Oct 28 2025 11:13:20 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1842-Miller-Rd-Hummelstown-PA-17036/86435246_zpid/
OgKAd2rFUh6azqYF6E3Z,"142 E Lakeshore Dr, Horseshoe Bay, TX 78657",Horseshoe Bay,TX,78657,442601263,540000,(830) 385-6184,(830) 385-6184,Wed Oct 29 2025 17:02:01 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/142-E-Lakeshore-Dr-Horseshoe-Bay-TX-78657/442601263_zpid/
OpoPpULDwDN80pMgVLuG,"410 E Thrush Ave, Peoria, IL 61603",Peoria,IL,61603,5139204,60000,309-258-0543,309-687-5000,Thu Oct 30 2025 09:02:02 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/410-E-Thrush-Ave-Peoria-IL-61603/5139204_zpid/
Ort0Q4oRNf8P0h9aDd2m,"1409 Chestnut St, Bastrop, TX 78602",Bastrop,TX,78602,84374693,699000,sarah.raymond@cbrealty.com,(512) 343-7500,Tue Oct 28 2025 11:13:25 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1409-Chestnut-St-Bastrop-TX-78602/84374693_zpid/
PIa69yOnQ25tbQw8yhKJ,"603 N Highway 95, Little River Academy, TX 76554",Little River Academy,TX,76554,58210726,219900,254-314-0387,254-718-1618,Mon Nov 03 2025 10:02:22 GMT-0600 (Central Standard Time),success,"",https://www.zillow.com/homedetails/603-N-Highway-95-Little-River-Academy-TX-76554/58210726_zpid/
PnIVyZxWSCk1AoOasyzz,"6711 SW 64th Ave, Ocala, FL 34476",Ocala,FL,34476,338917584,318900,352-861-9600,352-861-9600,Tue Oct 28 2025 11:13:33 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/6711-SW-64th-Ave-Ocala-FL-34476/338917584_zpid/
PwH9ixntKyd8pAe3p8qu,"108 Snowy Owl Trl, Rhome, TX 76078",Rhome,TX,76078,457230013,496675,214-334-9042,817-731-7595,Tue Oct 28 2025 11:13:39 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/108-Snowy-Owl-Trl-Rhome-TX-76078/457230013_zpid/
QDmrttd22INFqNFKmgfQ,"3954 Calle Rio De Janeiro, Brownsville, TX 78526",Brownsville,TX,78526,456919860,249900,956-243-3566,956-312-8562,Tue Oct 28 2025 11:13:44 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/3954-Calle-Rio-De-Janeiro-Brownsville-TX-78526/456919860_zpid/
QXZHxr6jFqYdrs6TEdeX,"4108 Double Tree Rd, Memphis, TN 38109",Memphis,TN,38109,42269916,115000,901-484-0478,901-820-4367,Tue Oct 28 2025 17:01:01 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/4108-Double-Tree-Rd-Memphis-TN-38109/42269916_zpid/
QvceKnrgMVXVGEVtsNZ8,"3237 Zircon Dr, Edinburg, TX 78541",Edinburg,TX,78541,337151029,269000,956-827-5025,956-322-8478,Tue Oct 28 2025 11:13:52 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/3237-Zircon-Dr-Edinburg-TX-78541/337151029_zpid/
Qy0lPWSbCfQFIBz5QYJq,"7020 Elm, San Antonio, TX 78244",San Antonio,TX,78244,348720757,159700,(210) 542-4959,210-542-4959,Thu Oct 30 2025 05:02:00 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/7020-Elm-Cv-San-Antonio-TX-78244/348720757_zpid/
RLo9VzVnl1hbXFlD7hEX,"206 NE Laurel Ave, Myrtle Creek, OR 97457",Myrtle Creek,OR,97457,61055154,125000,541-236-2662,541-236-2662,Tue Oct 28 2025 11:14:00 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/206-NE-Laurel-Ave-Myrtle-Creek-OR-97457/61055154_zpid/
RWAaRivpushX9VHP9gee,"1439 Caballero, San Antonio, TX 78224",San Antonio,TX,78224,26340354,115000,(210) 857-9971,844-819-1373,Wed Oct 29 2025 17:01:55 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1439-Caballero-Dr-San-Antonio-TX-78224/26340354_zpid/
RgWsxBM559EyxNHVd1qO,"5953 110TH Street, Jacksonville, FL 32244",Jacksonville,FL,32244,44494979,180000,904-652-3315,904-410-2000,Tue Oct 28 2025 17:01:03 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/5953-110th-St-Jacksonville-FL-32244/44494979_zpid/
RhfU4yXtMa6jfuwfGDG4,"1267 Fort Park Blvd, Lincoln Park, MI 48146",Lincoln Park,MI,48146,88660875,184900,734-367-4455,248-620-7200,Tue Oct 28 2025 13:01:25 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1267-Fort-Park-Blvd-Lincoln-Park-MI-48146/88660875_zpid/
RqFvzDOBAiEiPLqmh3z3,"3287 Boxdale St, Memphis, TN 38118",Memphis,TN,38118,42236146,130000,901-871-1290,901-756-8900,Thu Oct 30 2025 05:02:03 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/3287-Boxdale-St-Memphis-TN-38118/42236146_zpid/
Rzl5MZszhN1Q3lixS5at,"4704 Oak Cliff Dr, Austin, TX 78721",Austin,TX,78721,29392675,429000,512.987.1374,(800) 683-5651,Mon Nov 03 2025 14:02:21 GMT-0600 (Central Standard Time),success,"",https://www.zillow.com/homedetails/4704-Oak-Cliff-Dr-Austin-TX-78721/29392675_zpid/
SaD3Y0e1iIeXm9zUzMM3,"3830 Roberts St, Kansas City, MO 64124",Kansas City,MO,64124,2287386,80000,913-594-9333,913-426-5576,Tue Oct 28 2025 11:14:13 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/3830-Roberts-St-Kansas-City-MO-64124/2287386_zpid/
Scic5pE1DyMKy3U26VOC,"4003 Comanche Rd, Memphis, TN 38118",Memphis,TN,38118,42231766,125000,901-459-2996,901-633-1484,Tue Oct 28 2025 11:14:14 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/4003-Comanche-Rd-Memphis-TN-38118/42231766_zpid/
Sdbjcky06jixHEaIALPC,"3346 W Woodlawn, San Antonio, TX 78228",San Antonio,TX,78228,26256800,139900,(210) 383-4899,210-236-8913,Wed Oct 29 2025 15:02:24 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/3346-W-Woodlawn-Ave-San-Antonio-TX-78228/26256800_zpid/
T34lDdqvHJll3MGAe7s3,"3801 La Paloma Dr, San Juan, TX 78589",San Juan,TX,78589,446023629,259000,956-588-5402,956-624-7036,Tue Oct 28 2025 11:14:24 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/3801-La-Paloma-Dr-San-Juan-TX-78589/446023629_zpid/
TYBTvNNAjzGxmBMoFk1C,"7202 Mill House Dr N, Mobile, AL 36619",Mobile,AL,36619,67732737,199000,251-767-5194,251-348-7220,Thu Oct 30 2025 11:01:02 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/7202-Mill-House-Dr-N-Mobile-AL-36619/67732737_zpid/
TanJRnCAcohJG3sH3vYC,"4514 Wrangler Run, San Antonio, TX 78223",San Antonio,TX,78223,89608067,234000,(210) 823-4005,979-575-7559,Tue Oct 28 2025 11:14:32 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/4514-Wrangler-Run-San-Antonio-TX-78223/89608067_zpid/
U3wHkMvgRB7RELXpza19,"1456 Eason Ave, Memphis, TN 38116",Memphis,TN,38116,42262409,133000,901-459-2996,901-633-1484,Tue Oct 28 2025 11:14:41 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1456-Eason-Ave-Memphis-TN-38116/42262409_zpid/
UCHech4KDQd42P7FCSDT,"524 Trison Dr, Cincinnati, OH 45233",Cincinnati,OH,45233,2065673948,696900,614-989-7215,614-989-7215,Tue Oct 28 2025 13:01:13 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/524-Trison-Dr-Cincinnati-OH-45233/2065673948_zpid/
UIcSnKWxirv62PlkfHSq,"134 Beechwood Ave, Norfolk, VA 23505",Norfolk,VA,23505,79226072,252500,757-672-6732,757-495-5500,Wed Oct 29 2025 05:00:58 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/134-Beechwood-Ave-Norfolk-VA-23505/79226072_zpid/
UT6iWuvEG3FtFDMhDFic,"1560 Delano Ave, Memphis, TN 38127",Memphis,TN,38127,42221200,114000,901-459-2996,901-633-1484,Tue Oct 28 2025 17:01:05 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1560-Delano-Ave-Memphis-TN-38127/42221200_zpid/
UWhzbqoYG8OUDGNzYQly,"1900 University Blvd APT 4014, Brownsville, TX 78520",Brownsville,TX,78520,457255693,105000,210-277-9085,956-572-4824,Tue Oct 28 2025 11:14:42 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1900-University-Blvd-APT-4014-Brownsville-TX-78520/457255693_zpid/
UbI5d3F77Rc37KJMLoZV,"5539 Greylog Dr, Houston, TX 77048",Houston,TX,77048,28054379,189000,281-444-7071,281-444-7071,Tue Oct 28 2025 11:14:44 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/5539-Greylog-Dr-Houston-TX-77048/28054379_zpid/
UhGHZm4Mb9XIx6Q4MiFF,"5820 Bluebonnett Dr, Bossier City, LA 71112",Bossier City,LA,71112,109781930,244000,318-210-8216,318-210-8216,Tue Oct 28 2025 11:14:46 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/5820-Bluebonnett-Dr-Bossier-City-LA-71112/109781930_zpid/
VHzIIstfNPoY8dZbt4Ux,"10200 NE 123rd Ct, Vancouver, WA 98682",Vancouver,WA,98682,124269783,405000,360-606-1578,360-546-2160,Tue Oct 28 2025 11:14:50 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/10200-NE-123rd-Ct-Vancouver-WA-98682/124269783_zpid/
Ve0nujDgnOn41xYuoDVR,"2930 W Chestnut St, Tampa, FL 33607",Tampa,FL,33607,366567973,560000,813-287-1591,813-287-1591,Tue Oct 28 2025 11:14:53 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/2930-W-Chestnut-St-Tampa-FL-33607/366567973_zpid/
W9hBV2M4JG5EeZ8SCj16,"1713 Diplomat Dr, Edinburg, TX 78542",Edinburg,TX,78542,2056173593,295000,956-537-6827,956-465-0011,Tue Oct 28 2025 11:14:58 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1713-Diplomat-Dr-Edinburg-TX-78542/2056173593_zpid/
WTItBMjcdhLLla8OjosX,"1301 Church Street, Wilmington, NC 28401",Wilmington,NC,28401,54309706,275000,910-297-8403,910-297-8403,Tue Oct 28 2025 11:15:02 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1301-Church-St-Wilmington-NC-28401/54309706_zpid/
WsJrhjyfACMdfLsToaOW,"2359 Waverly, San Antonio, TX 78228",San Antonio,TX,78228,26255478,89900,(210) 383-4899,210-236-8913,Tue Nov 04 2025 04:01:26 GMT-0600 (Central Standard Time),success,"",https://www.zillow.com/homedetails/2359-Waverly-Ave-San-Antonio-TX-78228/26255478_zpid/
Wz0gD3zKksb4tPejv9fD,"1164 Moodyville Loop, Byrdstown, TN 38549",Byrdstown,TN,38549,126237507,95000,931-200-2745,931-484-1005,Wed Oct 29 2025 07:01:31 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1164-Moodyville-Loop-Byrdstown-TN-38549/126237507_zpid/
WzEKlzs60tCeyCBfYTB9,"4212 Parkchester Ave, Memphis, TN 38118",Memphis,TN,38118,42231996,120000,901-871-1290,901-756-8900,Thu Oct 30 2025 05:01:55 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/4212-Parkchester-Ave-Memphis-TN-38118/42231996_zpid/
X4TkySnBTLWoNN6A1I0u,"4025 Emerald Dr, Mesquite, TX 75150",Mesquite,TX,75150,27155688,311100,888-227-1009,888-227-1009,Tue Oct 28 2025 11:15:11 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/4025-Emerald-Dr-Mesquite-TX-75150/27155688_zpid/
XMy2WpwpBSrrNtLkFLvp,"2966 N Gemini Meadows Ln, Cedar City, UT 84721",Cedar City,UT,84721,241724906,410000,435-865-7500,435-865-7500,Tue Oct 28 2025 11:15:16 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/2966-N-Gemini-Meadows-Ln-Cedar-City-UT-84721/241724906_zpid/
XcSAytk1R3KhJ8Ly7eFz,"1829 Saint Charles Ct SW, Birmingham, AL 35211",Birmingham,AL,35211,997964,103000,205-209-2421,205-822-2272,Wed Oct 29 2025 05:00:41 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1829-Saint-Charles-Ct-SW-Birmingham-AL-35211/997964_zpid/
XhGdm0xA6wk3ep1vRHAe,"11828 LUCKEY FALLS, San Antonio, TX 78252",San Antonio,TX,78252,125314053,269900,(210) 387-0187,210-844-8683,Tue Oct 28 2025 11:15:21 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/11828-Luckey-Fls-San-Antonio-TX-78252/125314053_zpid/
XiLi5PON9rN9XXD2l2RR,"1605 SE 62nd St, Oklahoma City, OK 73149",Oklahoma City,OK,73149,22008813,135000,918-384-8765,405-674-6290,Tue Nov 04 2025 06:01:42 GMT-0600 (Central Standard Time),success,"",https://www.zillow.com/homedetails/1605-SE-62nd-St-Oklahoma-City-OK-73149/22008813_zpid/
XpW0JgaMDrOZ8LPk3lsC,"1512 Sherman St SE, Decatur, AL 35601",Decatur,AL,35601,109675692,150000,804-656-5007,804-656-5007,Tue Oct 28 2025 11:15:24 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1512-Sherman-St-SE-Decatur-AL-35601/109675692_zpid/
YGP6lvJHl1aXqyIoFrL4,"1218 Stratton Dr, Corpus Christi, TX 78412",Corpus Christi,TX,78412,28803470,235000,877-897-7275,877-897-7275,Tue Oct 28 2025 11:15:28 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1218-Stratton-Dr-Corpus-Christi-TX-78412/28803470_zpid/
YGZ37tYBVY73EbBihioj,"2702 S Collins St, Mobile, AL 36606",Mobile,AL,36606,51018746,105000,251-209-7371,,Thu Oct 30 2025 07:01:53 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/2702-S-Collins-St-Mobile-AL-36606/51018746_zpid/
YX3SGTUbfsCOgA4gnqzB,"733 Spruce St, Hampton, VA 23661",Hampton,VA,23661,449409882,179000,757-672-6732,757-495-5500,Wed Oct 29 2025 07:01:25 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/733-Spruce-St-Hampton-VA-23661/449409882_zpid/
YgsEBm2X8JTkYFie9q74,"91 Sunset Dr, Hanover, PA 17331",Hanover,PA,17331,60484762,339995,717-577-0814,7177555599,Wed Oct 29 2025 11:01:17 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/91-Sunset-Dr-Hanover-PA-17331/60484762_zpid/
Z3IEHQ4xHh0wzqcbRZGe,"2764 S 117th East Ave, Tulsa, OK 74129",Tulsa,OK,74129,434221455,235000,918-633-9547,918-633-9547,Tue Oct 28 2025 15:01:56 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/2764-S-117th-East-Ave-Tulsa-OK-74129/434221455_zpid/
ZMLRSvLeCjULR5wzYy6O,"3794 W Donna Dr, Memphis, TN 38127",Memphis,TN,38127,444624116,130000,901-692-7401,901-853-1118,Tue Oct 28 2025 11:15:39 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/3794-W-Donna-Dr-Memphis-TN-38127/444624116_zpid/
ZZ85gbUlN1FA3wKyYHMb,"1205 Old Main St, Newton, KS 67114",Newton,KS,67114,1338571,95000,316-681-1313,316-681-1313,Wed Oct 29 2025 07:01:17 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1205-Old-Main-St-Newton-KS-67114/1338571_zpid/
ZZUTnOjtSmKsuBZHaFXC,"3330 Calle Bolivia, Brownsville, TX 78526",Brownsville,TX,78526,123725217,349000,956-867-1565,956-867-1565,Tue Oct 28 2025 11:15:44 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/3330-Calle-Bolivia-Brownsville-TX-78526/123725217_zpid/
ZiFmobpzureg9naROsIg,"11970 Osprey Ave, Weeki Wachee, FL 34614",Weeki Wachee,FL,34614,103403156,342900,352-200-0328,352-688-9990,Tue Oct 28 2025 11:15:45 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/11970-Osprey-Ave-Weeki-Wachee-FL-34614/103403156_zpid/
amKC2s6KBElcnJ9Q4E9r,"15074 Mayfield St, Detroit, MI 48205",Detroit,MI,48205,88347906,69900,313-277-7777,734-404-8800,Tue Oct 28 2025 15:01:53 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/15074-Mayfield-St-Detroit-MI-48205/88347906_zpid/
aswROOEv1qgYeHWt9Q8L,"507 Pecan Valley, San Antonio, TX 78220",San Antonio,TX,78220,26269642,140000,(210) 854-6679,210-641-1400,Tue Oct 28 2025 11:15:55 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/507-Pecan-Valley-Dr-San-Antonio-TX-78220/26269642_zpid/
bl9dTtOKKOu9J6sYk32X,"131 Hilltop Dr, Trinidad, TX 75163",Trinidad,TX,75163,443033294,790000,903-340-8590,903-340-8590,Tue Oct 28 2025 11:16:08 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/131-Hilltop-Dr-Trinidad-TX-75163/443033294_zpid/
bweQMv3NWYrT8qiaQmr7,"555 Highway 197 N, Clarkesville, GA 30523",Clarkesville,GA,30523,89913926,469900,706-200-2210,706-865-6900,Wed Oct 29 2025 05:00:41 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/555-Highway-197-N-Clarkesville-GA-30523/89913926_zpid/
cjYTg8lpBbnV9A4YG25K,"1876 Coventry Dr, Memphis, TN 38127",Memphis,TN,38127,42222730,136000,662-418-7511,901-221-4041,Tue Oct 28 2025 11:16:20 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1876-Coventry-Dr-Memphis-TN-38127/42222730_zpid/
ctnLEgRggbfkpR4iYIjL,"2413 Trice Ave, Waco, TX 76707",Waco,TX,76707,52102416,199000,254-870-4044,254-870-4044,Tue Oct 28 2025 11:16:22 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/2413-Trice-Ave-Waco-TX-76707/52102416_zpid/
dhoGTW7riJByyahy1qCX,"23491 Harper Ave, Punta Gorda, FL 33980",Punta Gorda,FL,33980,43566477,229000,941-681-8513,941-205-0888,Wed Oct 29 2025 05:00:56 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/23491-Harper-Ave-Punta-Gorda-FL-33980/43566477_zpid/
eAfl1oYmY4ccpT6uapP5,"10906 Jackson St, Omaha, NE 68154",Omaha,NE,68154,75778851,159000,402-214-6474,402-493-4663,Wed Oct 29 2025 07:01:21 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/10906-Jackson-St-Omaha-NE-68154/75778851_zpid/
egwAwN8ahpiTS9YxxC3f,"1338 Dunnavant St, Memphis, TN 38106",Memphis,TN,38106,62859394,59900,901-871-1290,901-756-8900,Tue Oct 28 2025 15:02:00 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1338-Dunnavant-St-Memphis-TN-38106/62859394_zpid/
evFivi99aRsnCvULQpUw,"2205 Julia Ave, Charlotte, NC 28206",Charlotte,NC,28206,338431413,309000,kayla@nestlewoodrealty.com,704-302-4464,Wed Oct 29 2025 09:01:08 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/2205-Julia-Ave-Charlotte-NC-28206/338431413_zpid/
f1LYYQrwbJ8D2eNdBXca,"25187 Ethan St, Cashion, OK 73016",Cashion,OK,73016,440931227,363000,405-613-8388,405-613-8388,Tue Oct 28 2025 11:16:41 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/25187-Ethan-St-Cashion-OK-73016/440931227_zpid/
f7avXOGXqcPBBHC1Qrzx,"958 Birch St, Memphis, TN 38108",Memphis,TN,38108,42177898,129000,662-418-7511,901-221-4041,Tue Oct 28 2025 17:00:56 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/958-Birch-St-Memphis-TN-38108/42177898_zpid/
fXihKE00XjUA6awzZAen,"10897 Lakepointe St, Detroit, MI 48224",Detroit,MI,48224,88469867,90000,248-647-3200,248-647-3200,Tue Oct 28 2025 17:01:11 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/10897-Lakepointe-St-Detroit-MI-48224/88469867_zpid/
fghC0QMh3NWDRmbky7SC,"512 Monroe Dr NW, Decatur, AL 35601",Decatur,AL,35601,109553160,180000,239-600-1301,256-759-3161,Tue Oct 28 2025 11:16:49 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/512-Monroe-Dr-NW-Decatur-AL-35601/109553160_zpid/
fzFvoystNL5HD41vPOkN,"6713 Daniels Walk, Cincinnati, OH 45233",Cincinnati,OH,45233,306434270,534900,614-989-7215,614-989-7215,Wed Oct 29 2025 05:00:43 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/6713-Daniels-Walk-Cincinnati-OH-45233/306434270_zpid/
g5CFwNxgwkq8OhDrqlBs,"1021 Flagler Ave, Edgewater, FL 32132",Edgewater,FL,32132,446873913,275000,407-509-7995,352-242-3939,Tue Oct 28 2025 11:16:52 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1021-Flagler-Ave-Edgewater-FL-32132/446873913_zpid/
gY0ciqeAbFTw9rml1b3L,"14303 Rosemary St, Detroit, MI 48213",Detroit,MI,48213,88534786,68900,248-647-3200,248-647-3200,Wed Oct 29 2025 09:01:09 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/14303-Rosemary-St-Detroit-MI-48213/88534786_zpid/
gbLmEoJeljIgFdrZlUww,"3213 Applewood Cv, Memphis, TN 38118",Memphis,TN,38118,42345748,130000,901-459-2996,901-633-1484,Tue Oct 28 2025 11:17:01 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/3213-Applewood-Cv-Memphis-TN-38118/42345748_zpid/
h8jSMUHHhUjxFyL4l4bw,"109 Snowy Owl Trl, Rhome, TX 76078",Rhome,TX,76078,457229323,479125,214-334-9042,817-731-7595,Tue Oct 28 2025 11:17:07 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/109-Snowy-Owl-Trl-Rhome-TX-76078/457229323_zpid/
hZmHaQq4dCVT40HEvy8L,"1035 Rodey Ave, Charlotte, NC 28206",Charlotte,NC,28206,6184176,295000,melissa@mgastonrealty.com,704-890-5017,Tue Oct 28 2025 11:17:13 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1035-Rodey-Ave-Charlotte-NC-28206/6184176_zpid/
hcnLDstp8VwaFXVyti2D,"1156 NW 91st St, Oklahoma City, OK 73114",Oklahoma City,OK,73114,21948364,145000,918-384-8765,405-674-6290,Mon Nov 03 2025 10:02:24 GMT-0600 (Central Standard Time),success,"",https://www.zillow.com/homedetails/1156-NW-91st-St-Oklahoma-City-OK-73114/21948364_zpid/
hnwDk6ugD1WzEgPwiUeM,"801 Ala Dr, Fort Worth, TX 76108",Fort Worth,TX,76108,247403004,99817,817-797-9047,817-809-3513,Wed Oct 29 2025 11:01:28 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/801-Ala-Dr-Fort-Worth-TX-76108/247403004_zpid/
i1AdPSVSYk32xc8K3OEv,"5018 Horn Lake Rd, Memphis, TN 38109",Memphis,TN,38109,42251032,90000,901-484-0478,901-820-4367,Tue Oct 28 2025 15:01:57 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/5018-Horn-Lake-Rd-Memphis-TN-38109/42251032_zpid/
i6MA1jzCMA73hZhfhJZg,"8816 oakbrook, San Antonio, TX 78221",San Antonio,TX,78221,26333391,204000,(210) 823-4005,979-575-7559,Tue Oct 28 2025 11:17:18 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/8816-Oakbrook-St-San-Antonio-TX-78221/26333391_zpid/
iY8Hml3mQZrYxeadzzQv,"1259 Wexford Ln, Cincinnati, OH 45233",Cincinnati,OH,45233,311528038,540900,614-989-7215,614-989-7215,Tue Oct 28 2025 11:17:26 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/1259-Wexford-Ln-Cincinnati-OH-45233/311528038_zpid/
iolihPKW05krEdLoLQ5B,"4238 Commercial, San Antonio, TX 78221",San Antonio,TX,78221,26283271,270000,(210) 647-6557,210-647-6557,Tue Oct 28 2025 11:17:31 GMT-0500 (Central Daylight Time),success,"",https://www.zillow.com/homedetails/4238-Commercial-Ave-San-Antonio-TX-78221/26283271_zpid/
